id,수신,송신,에러,시작 시간,동작 시간
ruleEngineNode,156,156,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageProcessingNode,1250,156,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageProcessingNode,1250,153,0,2023-12-350 17:49:52,00:00:00.0001
ruleEngineNode,153,153,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageGenerator,153,137,0,2023-12-350 17:49:52,00:00:00.0000
ruleEngineNode,149,149,0,2023-12-350 17:49:52,00:00:00.0000
modbusMapperKeywordToRegister,153,46,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageProcessingNode,1250,149,0,2023-12-350 17:49:52,00:00:00.0001
modbusMapperKeywordToRegister,149,47,0,2023-12-350 17:49:52,00:00:00.0000
mqttMessageGenerator,149,132,0,2023-12-350 17:49:52,00:00:00.0000
